ticket_id,customer_id,ticket_date,issue_type,resolution_time_days,satisfaction_score
T200560,CUST101938,2025-06-14,Delivery,5,5
T200561,CUST101940,2024-06-21,Payment,0,3
T200562,CUST101943,2025-03-01,Returns,1,4
T200563,CUST101946,2025-08-08,Tech,5,4
T200564,CUST101947,2025-05-08,Returns,0,5
T200565,CUST101948,2025-08-20,Other,2,4
T200566,CUST101957,2024-03-09,Product,12,4
T200567,CUST101958,2024-01-18,Product,3,4
T200568,CUST101962,2024-01-08,Tech,0,3
T200569,CUST101965,2025-08-20,Payment,1,4
T200570,CUST101965,2025-08-26,Product,3,3
T200571,CUST101982,2025-01-10,Returns,1,4
T200572,CUST101987,2025-04-19,Returns,6,2
T200573,CUST101992,2025-06-06,Delivery,0,4
T200574,CUST101998,2023-03-30,Product,1,4
T200575,CUST102001,2025-02-07,Delivery,0,4
T200576,CUST102001,2024-11-19,Delivery,1,5
T200577,CUST102004,2024-01-24,Delivery,4,3
T200578,CUST102006,2025-07-16,Product,1,4
T200579,CUST102007,2022-12-28,Tech,0,3
T200580,CUST102009,2022-07-24,Payment,21,4
T200581,CUST102014,2025-06-23,Other,8,5
T200582,CUST102017,2025-06-11,Product,0,5
T200583,CUST102018,2025-08-06,Product,1,4
T200584,CUST102021,2025-05-04,Delivery,2,5
T200585,CUST102022,2023-10-19,Other,1,5
T200586,CUST102023,2025-07-21,Payment,1,4
T200587,CUST102026,2025-08-22,Payment,4,4
T200588,CUST102029,2025-03-14,Product,1,4
T200589,CUST102031,2025-03-23,Delivery,6,3
T200590,CUST102038,2023-05-31,Tech,2,5
T200591,CUST102044,2025-01-22,Payment,5,5
T200592,CUST102049,2025-08-12,Tech,3,4
T200593,CUST102060,2024-12-10,Payment,0,4
T200594,CUST102066,2023-08-09,Returns,1,3
T200595,CUST102079,2025-05-02,Product,5,5
T200596,CUST102080,2024-04-12,Delivery,1,3
T200597,CUST102080,2024-01-03,Delivery,0,5
T200598,CUST102087,2024-11-15,Tech,1,4
T200599,CUST102088,2025-08-13,Tech,1,4
T200600,CUST102093,2023-02-24,Product,3,5
T200601,CUST102096,2024-05-15,Product,8,3
T200602,CUST102097,2025-04-28,Other,0,4
T200603,CUST102113,2025-07-13,Other,1,4
T200604,CUST102115,2025-05-03,Delivery,2,3
T200605,CUST102121,2023-10-07,Delivery,0,3
T200606,CUST102123,2024-05-28,Payment,6,3
T200607,CUST102126,2025-02-04,Payment,0,3
T200608,CUST102127,2024-12-23,Payment,2,4
T200609,CUST102133,2023-07-23,Other,1,4
T200610,CUST102135,2023-10-23,Payment,0,1
T200611,CUST102153,2024-05-18,Returns,0,5
T200612,CUST102155,2025-07-19,Tech,1,4
T200613,CUST102163,2023-01-29,Payment,2,4
T200614,CUST102163,2022-12-13,Payment,4,5
T200615,CUST102167,2024-11-15,Delivery,2,4
T200616,CUST102169,2025-06-25,Returns,0,3
T200617,CUST102170,2025-06-12,Returns,0,5
T200618,CUST102176,2025-07-22,Other,4,5
T200619,CUST102179,2023-10-19,Other,0,4
T200620,CUST102181,2023-11-10,Tech,13,4
T200621,CUST102181,2025-02-28,Other,1,3
T200622,CUST102187,2025-02-28,Delivery,0,3
T200623,CUST102193,2024-07-01,Product,4,5
T200624,CUST102195,2024-10-23,Payment,0,4
T200625,CUST102195,2025-02-03,Other,2,5
T200626,CUST102196,2023-08-07,Delivery,0,5
T200627,CUST102196,2025-05-05,Tech,0,4
T200628,CUST102198,2022-09-16,Payment,5,4
T200629,CUST102203,2025-02-22,Delivery,0,4
T200630,CUST102207,2025-07-03,Other,1,4
T200631,CUST102214,2024-06-15,Delivery,4,4
T200632,CUST102214,2023-04-11,Other,1,5
T200633,CUST102215,2023-05-09,Delivery,2,4
T200634,CUST102218,2024-04-21,Product,4,2
T200635,CUST102222,2025-03-21,Delivery,2,4
T200636,CUST102225,2025-01-10,Tech,1,5
T200637,CUST102226,2025-07-26,Other,0,5
T200638,CUST102230,2025-05-18,Returns,0,5
T200639,CUST102245,2023-10-03,Returns,4,4
T200640,CUST102248,2025-08-31,Delivery,0,5
T200641,CUST102249,2025-08-21,Tech,2,1
T200642,CUST102251,2025-05-31,Delivery,0,4
T200643,CUST102259,2024-07-19,Payment,2,5
T200644,CUST102260,2025-07-18,Product,1,5
T200645,CUST102273,2023-09-03,Other,1,4
T200646,CUST102275,2025-08-17,Other,1,4
T200647,CUST102276,2025-08-14,Other,1,4
T200648,CUST102282,2023-10-07,Payment,2,2
T200649,CUST102282,2023-08-24,Tech,0,4
T200650,CUST102283,2023-07-26,Returns,0,5
T200651,CUST102283,2024-02-12,Product,0,4
T200652,CUST102298,2023-05-20,Delivery,0,5
T200653,CUST102298,2024-07-20,Returns,4,5
T200654,CUST102299,2025-05-09,Other,5,5
T200655,CUST102300,2024-03-23,Other,5,2
T200656,CUST102302,2025-03-16,Delivery,0,2
T200657,CUST102307,2025-03-11,Tech,7,5
T200658,CUST102308,2023-12-17,Delivery,5,4
T200659,CUST102309,2025-03-31,Product,1,3
T200660,CUST102312,2025-06-05,Payment,0,5
T200661,CUST102315,2024-11-20,Delivery,1,2
T200662,CUST102323,2025-01-18,Returns,6,1
T200663,CUST102325,2024-05-18,Other,0,3
T200664,CUST102326,2024-12-06,Payment,0,4
T200665,CUST102331,2025-01-12,Delivery,2,3
T200666,CUST102334,2024-05-29,Delivery,5,4
T200667,CUST102335,2024-07-07,Product,4,5
T200668,CUST102339,2025-03-24,Payment,0,3
T200669,CUST102341,2022-09-24,Returns,1,5
T200670,CUST102341,2022-08-22,Other,0,4
T200671,CUST102356,2023-11-19,Tech,1,5
T200672,CUST102357,2024-03-19,Tech,6,5
T200673,CUST102358,2024-06-05,Product,0,5
T200674,CUST102363,2025-03-29,Tech,1,4
T200675,CUST102367,2025-04-02,Payment,3,4
T200676,CUST102369,2023-04-30,Other,0,4
T200677,CUST102370,2024-03-02,Product,0,4
T200678,CUST102375,2024-12-20,Tech,2,4
T200679,CUST102380,2023-12-10,Returns,0,2
T200680,CUST102383,2024-12-29,Payment,5,4
T200681,CUST102387,2023-05-03,Returns,2,4
T200682,CUST102387,2023-09-20,Returns,1,5
T200683,CUST102394,2025-05-06,Other,0,4
T200684,CUST102396,2024-04-20,Tech,4,5
T200685,CUST102398,2023-02-28,Tech,0,2
T200686,CUST102399,2022-05-13,Returns,2,3
T200687,CUST102403,2023-06-14,Payment,10,5
T200688,CUST102406,2025-08-21,Product,0,1
T200689,CUST102408,2025-01-25,Product,1,4
T200690,CUST102410,2024-10-24,Tech,0,5
T200691,CUST102410,2025-08-08,Returns,0,4
T200692,CUST102423,2023-12-16,Payment,1,3
T200693,CUST102433,2025-03-22,Delivery,4,4
T200694,CUST102436,2025-05-05,Tech,0,5
T200695,CUST102437,2024-11-09,Returns,2,4
T200696,CUST102439,2023-07-19,Payment,1,5
T200697,CUST102442,2023-08-03,Product,1,4
T200698,CUST102448,2025-02-04,Delivery,0,5
T200699,CUST102448,2024-07-04,Other,8,4
T200700,CUST102452,2025-05-08,Delivery,0,5
T200701,CUST102456,2025-03-01,Tech,1,4
T200702,CUST102458,2025-05-25,Returns,2,4
T200703,CUST102464,2025-08-20,Product,1,4
T200704,CUST102467,2025-08-02,Payment,3,5
T200705,CUST102469,2024-02-02,Delivery,4,3
T200706,CUST102476,2025-01-09,Delivery,0,4
T200707,CUST102481,2025-04-17,Other,4,2
T200708,CUST102488,2025-03-03,Delivery,2,4
T200709,CUST102490,2024-11-26,Payment,1,4
T200710,CUST102493,2022-10-18,Tech,3,4
T200711,CUST102494,2022-09-06,Payment,1,4
T200712,CUST102495,2025-02-19,Tech,1,4
T200713,CUST102495,2025-06-01,Tech,1,5
T200714,CUST102498,2025-05-19,Delivery,5,5
T200715,CUST102501,2023-04-21,Payment,1,2
T200716,CUST102502,2024-10-09,Returns,0,2
T200717,CUST102503,2024-12-07,Payment,2,2
T200718,CUST102504,2024-07-06,Tech,0,5
T200719,CUST102504,2025-08-05,Returns,1,3
T200720,CUST102506,2024-06-11,Returns,0,4
T200721,CUST102508,2025-01-16,Product,0,4
T200722,CUST102511,2025-05-12,Payment,1,4
T200723,CUST102514,2025-04-30,Other,4,3
T200724,CUST102514,2023-03-30,Product,0,4
T200725,CUST102523,2023-03-09,Tech,1,4
T200726,CUST102530,2022-06-12,Tech,4,4
T200727,CUST102532,2025-03-13,Product,6,5
T200728,CUST102535,2023-04-20,Payment,0,4
T200729,CUST102539,2024-01-22,Tech,0,1
T200730,CUST102540,2024-06-03,Payment,2,4
T200731,CUST102541,2023-04-25,Delivery,1,1
T200732,CUST102543,2025-08-12,Returns,3,5
T200733,CUST102548,2025-04-09,Payment,1,4
T200734,CUST102550,2025-03-04,Tech,0,5
T200735,CUST102550,2024-03-22,Delivery,4,4
T200736,CUST102552,2025-07-18,Payment,0,4
T200737,CUST102553,2025-08-08,Other,2,3
T200738,CUST102556,2025-04-24,Delivery,0,4
T200739,CUST102556,2023-02-01,Payment,0,4
T200740,CUST102559,2025-04-18,Tech,0,2
T200741,CUST102560,2025-08-29,Returns,0,5
T200742,CUST102565,2024-01-27,Product,0,5
T200743,CUST102566,2024-11-09,Tech,2,4
T200744,CUST102575,2023-03-16,Payment,4,4
T200745,CUST102576,2023-08-13,Delivery,2,4
T200746,CUST102588,2023-08-11,Tech,1,3
T200747,CUST102589,2024-12-11,Returns,1,4
T200748,CUST102592,2025-05-12,Delivery,2,3
T200749,CUST102595,2025-07-18,Product,1,4
T200750,CUST102602,2024-05-28,Payment,2,3
T200751,CUST102603,2025-05-25,Returns,1,5
T200752,CUST102618,2025-05-29,Tech,2,4
T200753,CUST102621,2025-08-25,Tech,2,3
T200754,CUST102623,2025-03-12,Tech,0,5
T200755,CUST102637,2025-05-12,Other,0,4
T200756,CUST102643,2024-10-01,Other,3,3
T200757,CUST102644,2025-07-08,Other,0,5
T200758,CUST102645,2025-04-08,Delivery,3,4
T200759,CUST102645,2025-07-15,Delivery,1,4
T200760,CUST102646,2025-06-12,Returns,4,1
T200761,CUST102649,2025-09-01,Payment,3,5
T200762,CUST102649,2025-08-24,Tech,3,2
T200763,CUST102649,2025-01-07,Product,0,4
T200764,CUST102652,2024-09-09,Payment,0,5
T200765,CUST102652,2023-05-19,Other,2,4
T200766,CUST102660,2025-01-25,Tech,2,4
T200767,CUST102661,2025-03-07,Tech,0,3
T200768,CUST102666,2025-07-01,Delivery,0,3
T200769,CUST102667,2025-06-19,Delivery,6,5
T200770,CUST102675,2024-04-23,Tech,1,3
T200771,CUST102677,2023-11-07,Returns,0,5
T200772,CUST102682,2024-11-20,Tech,1,4
T200773,CUST102682,2024-12-31,Tech,1,2
T200774,CUST102688,2025-08-17,Product,12,5
T200775,CUST102690,2024-06-06,Returns,1,5
T200776,CUST102691,2024-12-15,Tech,3,2
T200777,CUST102692,2024-10-18,Other,12,4
T200778,CUST102697,2023-12-25,Other,0,5
T200779,CUST102699,2025-05-19,Product,0,4
T200780,CUST102702,2023-05-12,Product,3,3
T200781,CUST102705,2023-05-27,Payment,1,3
T200782,CUST102709,2024-06-25,Product,3,4
T200783,CUST102714,2023-07-04,Delivery,1,4
T200784,CUST102718,2024-07-17,Payment,1,2
T200785,CUST102722,2024-10-22,Product,1,2
T200786,CUST102726,2023-11-20,Delivery,5,4
T200787,CUST102731,2025-01-14,Delivery,2,5
T200788,CUST102740,2025-07-24,Other,0,5
T200789,CUST102741,2023-10-15,Other,4,3
T200790,CUST102763,2025-08-04,Returns,4,3
T200791,CUST102770,2025-03-11,Delivery,2,4
T200792,CUST102770,2025-08-09,Payment,8,5
T200793,CUST102770,2025-07-23,Other,4,4
T200794,CUST102782,2022-09-11,Returns,3,4
T200795,CUST102782,2024-02-15,Tech,0,2
T200796,CUST102787,2023-12-07,Delivery,6,1
T200797,CUST102791,2025-03-27,Delivery,8,2
T200798,CUST102796,2025-05-24,Product,2,3
T200799,CUST102800,2025-08-17,Delivery,1,4
T200800,CUST102807,2024-12-08,Delivery,3,3
T200801,CUST102808,2024-08-18,Delivery,0,4
T200802,CUST102808,2025-03-06,Returns,1,3
T200803,CUST102809,2024-03-06,Product,0,5
T200804,CUST102809,2024-09-12,Product,0,3
T200805,CUST102819,2025-08-18,Tech,1,3
T200806,CUST102820,2025-01-13,Tech,2,5
T200807,CUST102821,2025-08-15,Tech,3,3
T200808,CUST102824,2024-03-21,Tech,4,3
T200809,CUST102826,2024-01-26,Tech,2,4
T200810,CUST102826,2023-06-13,Product,0,4
T200811,CUST102831,2023-09-05,Tech,2,5
T200812,CUST102831,2023-02-24,Tech,2,5
T200813,CUST102841,2025-06-12,Product,3,5
T200814,CUST102861,2024-09-19,Tech,2,5
T200815,CUST102861,2022-11-13,Payment,19,4
T200816,CUST102866,2025-07-12,Delivery,3,4
T200817,CUST102866,2025-01-24,Delivery,0,5
T200818,CUST102873,2025-04-19,Payment,2,2
T200819,CUST102882,2025-08-30,Product,9,5
T200820,CUST102888,2022-12-31,Product,1,4
T200821,CUST102889,2024-07-04,Tech,1,5
T200822,CUST102891,2024-05-18,Tech,4,4
T200823,CUST102895,2024-07-13,Returns,1,5
T200824,CUST102896,2024-07-11,Returns,2,4
T200825,CUST102902,2025-08-08,Tech,0,5
T200826,CUST102905,2024-01-13,Product,2,3
T200827,CUST102912,2023-03-17,Tech,1,1
T200828,CUST102913,2024-04-15,Payment,6,5
T200829,CUST102917,2022-09-23,Delivery,7,4
T200830,CUST102918,2025-05-23,Returns,3,4
T200831,CUST102933,2023-04-01,Other,2,4
T200832,CUST102937,2023-10-20,Product,3,4
T200833,CUST102938,2025-07-27,Payment,4,4
T200834,CUST102948,2024-05-02,Payment,0,4
T200835,CUST102949,2024-04-22,Product,7,4
T200836,CUST102952,2025-07-13,Delivery,5,3
T200837,CUST102954,2025-08-29,Delivery,1,4
T200838,CUST102955,2025-06-15,Tech,0,3
T200839,CUST102958,2023-04-09,Tech,2,3
T200840,CUST102960,2022-12-29,Delivery,4,5
T200841,CUST102962,2025-01-25,Returns,5,3
T200842,CUST102963,2025-09-01,Returns,1,5
T200843,CUST102964,2025-04-07,Payment,8,3
T200844,CUST102971,2024-05-12,Payment,2,1
T200845,CUST102971,2025-01-30,Delivery,3,2
T200846,CUST102980,2024-07-03,Returns,2,2
T200847,CUST102980,2025-02-17,Product,2,3
T200848,CUST102989,2025-05-27,Delivery,2,4
T200849,CUST102991,2025-07-09,Other,2,4
T200850,CUST102992,2025-08-19,Payment,0,5
T200851,CUST102993,2024-04-20,Product,2,4
T200852,CUST102993,2023-06-23,Product,1,4
T200853,CUST102995,2025-03-17,Tech,0,5
T200854,CUST102998,2024-10-01,Other,6,1
T200855,CUST102999,2025-02-13,Payment,1,3
T200856,CUST103005,2024-11-18,Product,0,5
T200857,CUST103005,2024-10-23,Tech,4,5
T200858,CUST103008,2025-02-06,Returns,1,4
T200859,CUST103016,2025-07-15,Delivery,3,3
T200860,CUST103016,2025-06-12,Returns,11,2
T200861,CUST103026,2025-03-24,Tech,0,4
T200862,CUST103035,2025-08-05,Other,2,4
T200863,CUST103039,2025-08-25,Returns,0,4
T200864,CUST103040,2024-04-22,Returns,1,3
T200865,CUST103044,2024-12-03,Product,0,4
T200866,CUST103059,2025-02-16,Returns,2,2
T200867,CUST103059,2025-06-02,Product,0,4
T200868,CUST103061,2025-06-30,Tech,1,5
T200869,CUST103062,2022-08-20,Returns,6,5
T200870,CUST103064,2023-03-15,Product,0,5
T200871,CUST103067,2022-08-30,Payment,2,5
T200872,CUST103071,2025-02-14,Other,0,5
T200873,CUST103076,2025-02-12,Other,2,2
T200874,CUST103077,2025-07-17,Payment,1,3
T200875,CUST103078,2024-11-07,Returns,2,2
T200876,CUST103079,2023-01-10,Delivery,0,4
T200877,CUST103080,2025-01-25,Payment,2,5
T200878,CUST103082,2024-08-18,Other,5,4
T200879,CUST103088,2024-01-17,Product,1,4
T200880,CUST103090,2022-11-23,Other,2,5
T200881,CUST103100,2025-02-26,Payment,0,3
T200882,CUST103101,2024-11-24,Returns,0,3
T200883,CUST103108,2024-10-13,Payment,0,4
T200884,CUST103108,2025-04-27,Other,2,2
T200885,CUST103111,2024-10-23,Payment,0,2
T200886,CUST103114,2025-06-06,Tech,4,5
T200887,CUST103115,2024-07-15,Product,1,2
T200888,CUST103132,2025-03-27,Other,0,4
T200889,CUST103134,2024-09-01,Payment,0,4
T200890,CUST103134,2024-05-26,Tech,2,4
T200891,CUST103135,2025-06-11,Payment,13,4
T200892,CUST103140,2025-09-01,Delivery,0,5
T200893,CUST103141,2024-09-14,Delivery,2,3
T200894,CUST103142,2025-05-27,Delivery,0,4
T200895,CUST103144,2025-08-12,Other,1,5
T200896,CUST103148,2025-07-01,Delivery,0,4
T200897,CUST103152,2025-03-06,Payment,2,4
T200898,CUST103163,2022-12-29,Returns,2,3
T200899,CUST103166,2025-01-29,Other,5,4
T200900,CUST103167,2023-06-26,Payment,2,4
T200901,CUST103167,2023-05-16,Tech,1,4
T200902,CUST103173,2025-04-08,Payment,5,1
T200903,CUST103175,2025-07-19,Tech,7,3
T200904,CUST103177,2025-02-01,Product,1,4
T200905,CUST103179,2024-08-28,Delivery,6,4
T200906,CUST103182,2023-11-02,Tech,10,5
T200907,CUST103185,2025-04-28,Other,3,4
T200908,CUST103190,2025-02-04,Returns,1,3
T200909,CUST103192,2024-12-24,Product,0,4
T200910,CUST103202,2025-03-28,Product,1,4
T200911,CUST103208,2023-08-24,Product,0,4
T200912,CUST103209,2023-06-01,Product,0,4
T200913,CUST103212,2024-11-13,Product,6,5
T200914,CUST103215,2023-07-26,Other,0,4
T200915,CUST103218,2024-01-23,Returns,2,4
T200916,CUST103223,2025-07-07,Other,0,3
T200917,CUST103223,2025-06-29,Returns,1,4
T200918,CUST103230,2025-01-17,Product,0,5
T200919,CUST103236,2025-06-04,Delivery,1,3
T200920,CUST103238,2025-05-30,Tech,3,4
T200921,CUST103238,2023-09-29,Delivery,2,3
T200922,CUST103240,2025-04-22,Product,0,4
T200923,CUST103243,2025-08-10,Delivery,1,4
T200924,CUST103244,2025-08-31,Delivery,0,3
T200925,CUST103247,2024-08-16,Payment,2,5
T200926,CUST103260,2023-08-17,Returns,0,4
T200927,CUST103263,2025-03-05,Returns,5,5
T200928,CUST103263,2025-03-10,Product,0,3
T200929,CUST103270,2022-10-03,Other,0,5
T200930,CUST103272,2023-02-28,Tech,0,2
T200931,CUST103281,2025-07-10,Tech,10,4
T200932,CUST103284,2024-07-23,Tech,4,4
T200933,CUST103297,2025-08-06,Product,0,4
T200934,CUST103300,2025-06-18,Tech,5,3
T200935,CUST103305,2024-12-07,Product,1,5
T200936,CUST103306,2023-11-19,Payment,0,4
T200937,CUST103308,2024-04-27,Delivery,4,2
T200938,CUST103314,2024-12-28,Returns,2,1
T200939,CUST103317,2025-03-13,Payment,3,4
T200940,CUST103317,2024-08-06,Product,0,5
T200941,CUST103319,2025-08-02,Payment,7,2
T200942,CUST103321,2025-07-13,Delivery,0,5
T200943,CUST103321,2025-08-14,Returns,1,5
T200944,CUST103323,2022-02-12,Product,0,3
T200945,CUST103326,2024-06-23,Tech,0,2
T200946,CUST103329,2025-02-14,Returns,0,4
T200947,CUST103330,2024-08-05,Product,2,4
T200948,CUST103333,2025-04-18,Tech,2,5
T200949,CUST103335,2025-02-16,Tech,2,5
T200950,CUST103340,2024-05-03,Delivery,5,4
T200951,CUST103341,2025-08-22,Delivery,1,3
T200952,CUST103345,2025-07-21,Delivery,6,4
T200953,CUST103346,2024-01-17,Product,1,3
T200954,CUST103348,2024-12-22,Tech,2,5
T200955,CUST103350,2022-07-19,Payment,1,3
T200956,CUST103351,2022-02-19,Tech,3,1
T200957,CUST103353,2025-06-26,Product,6,3
T200958,CUST103354,2022-12-15,Payment,0,4
T200959,CUST103355,2024-11-24,Product,1,5
T200960,CUST103358,2025-02-14,Product,3,3
T200961,CUST103363,2023-12-29,Tech,1,4
T200962,CUST103367,2023-03-06,Returns,4,4
T200963,CUST103368,2025-03-15,Delivery,1,4
T200964,CUST103371,2025-05-06,Delivery,1,5
T200965,CUST103375,2024-03-29,Product,0,5
T200966,CUST103377,2025-06-04,Payment,2,4
T200967,CUST103378,2025-04-28,Tech,0,4
T200968,CUST103390,2025-04-08,Tech,1,1
T200969,CUST103392,2023-02-06,Tech,0,5
T200970,CUST103395,2025-01-09,Other,2,4
T200971,CUST103397,2022-07-15,Tech,0,5
T200972,CUST103401,2025-07-17,Delivery,7,5
T200973,CUST103401,2025-07-07,Product,0,2
T200974,CUST103410,2025-07-08,Tech,0,4
T200975,CUST103412,2025-02-28,Returns,5,4
T200976,CUST103416,2025-02-17,Product,8,4
T200977,CUST103419,2024-05-05,Returns,4,4
T200978,CUST103430,2025-07-05,Delivery,0,5
T200979,CUST103435,2025-06-03,Returns,0,5
T200980,CUST103436,2024-07-29,Tech,0,3
T200981,CUST103438,2023-06-10,Tech,1,5
T200982,CUST103439,2024-02-20,Delivery,4,4
T200983,CUST103441,2023-01-09,Other,3,4
T200984,CUST103445,2024-02-11,Returns,2,4
T200985,CUST103455,2024-11-18,Product,2,5
T200986,CUST103456,2025-07-12,Product,0,5
T200987,CUST103460,2025-01-18,Product,7,5
T200988,CUST103465,2025-01-11,Delivery,0,4
T200989,CUST103466,2023-09-09,Returns,4,4
T200990,CUST103467,2025-08-11,Product,2,2
T200991,CUST103470,2025-08-09,Payment,0,5
T200992,CUST103472,2023-11-21,Product,9,3
T200993,CUST103473,2023-01-05,Tech,1,4
T200994,CUST103475,2023-10-24,Delivery,5,5
T200995,CUST103479,2025-04-27,Payment,1,4
T200996,CUST103483,2025-07-28,Delivery,0,5
T200997,CUST103486,2022-11-28,Delivery,2,5
T200998,CUST103488,2025-03-08,Other,7,3
T200999,CUST103488,2024-07-27,Payment,0,4
T201000,CUST103489,2024-03-24,Other,1,5
T201001,CUST103491,2023-08-18,Other,1,4
T201002,CUST103506,2025-08-18,Delivery,8,3
T201003,CUST103506,2025-07-24,Returns,2,4
T201004,CUST103520,2025-06-15,Tech,6,5
T201005,CUST103526,2025-02-22,Product,5,4
T201006,CUST103527,2025-01-05,Payment,2,4
T201007,CUST103527,2025-04-03,Payment,1,4
T201008,CUST103540,2023-09-04,Tech,0,5
T201009,CUST103541,2025-08-28,Returns,0,4
T201010,CUST103543,2023-12-24,Delivery,0,4
T201011,CUST103544,2022-11-29,Delivery,5,4
T201012,CUST103545,2023-06-03,Returns,1,3
T201013,CUST103549,2024-09-04,Payment,0,3
T201014,CUST103551,2024-10-14,Payment,2,5
T201015,CUST103552,2023-08-28,Returns,1,5
T201016,CUST103552,2022-04-07,Payment,0,4
T201017,CUST103553,2025-02-23,Other,1,5
T201018,CUST103556,2024-10-27,Tech,4,5
T201019,CUST103557,2023-12-18,Product,0,5
T201020,CUST103561,2024-04-02,Other,0,3
T201021,CUST103562,2025-05-16,Tech,3,3
T201022,CUST103566,2023-11-07,Delivery,3,1
T201023,CUST103570,2024-07-28,Returns,0,3
T201024,CUST103570,2024-07-24,Product,3,4
T201025,CUST103576,2023-12-02,Tech,2,3
T201026,CUST103576,2025-02-01,Returns,0,2
T201027,CUST103582,2024-01-10,Tech,5,5
T201028,CUST103584,2025-06-04,Product,10,4
T201029,CUST103592,2024-09-15,Other,0,3
T201030,CUST103594,2025-01-28,Product,10,4
T201031,CUST103600,2025-06-15,Tech,1,5
T201032,CUST103608,2023-12-26,Product,1,4
T201033,CUST103608,2024-03-03,Tech,7,2
T201034,CUST103609,2024-10-12,Tech,7,5
T201035,CUST103621,2025-07-24,Tech,1,3
T201036,CUST103627,2025-03-20,Returns,4,4
T201037,CUST103628,2025-01-06,Delivery,0,4
T201038,CUST103631,2024-11-03,Other,2,3
T201039,CUST103632,2025-08-18,Returns,1,4
T201040,CUST103632,2025-06-03,Product,3,4
T201041,CUST103643,2023-12-07,Delivery,0,4
T201042,CUST103647,2022-12-14,Tech,0,3
T201043,CUST103649,2023-02-02,Delivery,0,3
T201044,CUST103660,2025-05-22,Payment,0,4
T201045,CUST103663,2024-09-22,Delivery,2,3
T201046,CUST103666,2024-03-26,Delivery,7,4
T201047,CUST103670,2025-07-06,Delivery,0,4
T201048,CUST103671,2025-08-20,Other,5,5
T201049,CUST103672,2022-04-25,Returns,2,1
T201050,CUST103677,2025-08-30,Other,0,4
T201051,CUST103678,2024-05-20,Returns,4,2
T201052,CUST103681,2025-04-19,Other,1,4
T201053,CUST103683,2023-09-18,Product,0,4
T201054,CUST103683,2025-05-22,Payment,1,5
T201055,CUST103684,2024-05-25,Other,2,4
T201056,CUST103687,2024-09-30,Delivery,0,5
T201057,CUST103688,2025-03-19,Product,0,4
T201058,CUST103689,2025-07-17,Payment,3,4
T201059,CUST103689,2025-03-28,Other,1,4
T201060,CUST103689,2025-06-11,Product,1,5
T201061,CUST103693,2025-01-27,Returns,2,4
T201062,CUST103693,2024-03-10,Other,4,4
T201063,CUST103701,2024-04-01,Other,1,4
T201064,CUST103705,2023-04-23,Tech,0,2
T201065,CUST103706,2025-07-16,Returns,5,4
T201066,CUST103708,2023-11-06,Delivery,0,3
T201067,CUST103715,2022-11-28,Tech,1,2
T201068,CUST103717,2025-05-07,Returns,0,4
T201069,CUST103721,2024-03-23,Returns,0,3
T201070,CUST103723,2025-07-27,Other,6,1
T201071,CUST103723,2025-04-07,Delivery,2,3
T201072,CUST103724,2025-02-15,Delivery,0,1
T201073,CUST103726,2025-02-24,Payment,4,4
T201074,CUST103732,2025-02-18,Product,1,3
T201075,CUST103734,2024-06-14,Payment,5,5
T201076,CUST103743,2025-09-01,Other,1,3
T201077,CUST103749,2023-02-07,Other,2,3
T201078,CUST103749,2024-12-17,Delivery,1,4
T201079,CUST103752,2024-10-13,Payment,1,4
T201080,CUST103758,2025-08-11,Delivery,0,3
T201081,CUST103763,2025-01-07,Product,0,3
T201082,CUST103763,2024-07-21,Tech,0,4
T201083,CUST103766,2025-04-17,Payment,1,2
T201084,CUST103769,2025-04-02,Other,1,5
T201085,CUST103776,2025-05-27,Product,1,4
T201086,CUST103781,2024-12-15,Payment,0,3
T201087,CUST103786,2023-11-10,Product,1,4
T201088,CUST103787,2025-02-09,Product,3,3
T201089,CUST103789,2023-05-26,Other,1,4
T201090,CUST103791,2024-12-30,Product,0,5
T201091,CUST103793,2024-01-21,Other,0,1
T201092,CUST103799,2023-07-28,Returns,2,5
T201093,CUST103800,2025-05-18,Returns,4,4
T201094,CUST103804,2025-08-19,Product,5,4
T201095,CUST103809,2025-03-23,Tech,1,4
T201096,CUST103809,2025-07-20,Other,7,4
T201097,CUST103814,2025-08-25,Other,1,4
T201098,CUST103814,2023-05-17,Other,1,4
T201099,CUST103815,2025-07-10,Other,4,4
T201100,CUST103815,2025-03-19,Payment,0,4
T201101,CUST103822,2022-09-17,Product,5,4
T201102,CUST103824,2025-06-13,Product,2,3
T201103,CUST103824,2024-11-03,Other,0,3
T201104,CUST103830,2025-01-30,Tech,2,4
T201105,CUST103844,2025-05-02,Returns,0,4
T201106,CUST103851,2025-04-30,Other,5,4
T201107,CUST103853,2024-12-23,Tech,2,5
T201108,CUST103853,2025-08-13,Tech,1,4
T201109,CUST103853,2025-03-10,Other,0,4
T201110,CUST103856,2023-12-12,Payment,5,5
T201111,CUST103859,2025-08-01,Tech,1,2
T201112,CUST103862,2023-01-13,Product,10,4
T201113,CUST103864,2024-07-10,Tech,1,3
T201114,CUST103868,2024-03-28,Payment,3,4
T201115,CUST103875,2024-02-08,Tech,0,4
T201116,CUST103881,2024-10-29,Other,0,4
T201117,CUST103885,2023-07-04,Payment,2,4
T201118,CUST103886,2025-03-31,Other,1,2
T201119,CUST103890,2023-06-20,Product,5,1
T201120,CUST103894,2023-04-17,Product,0,3
