customer_id,signup_date,cohort_month,last_purchase_date,days_since_last_purchase,num_purchases,avg_order_value_inr,total_spent_inr,support_tickets,last_support_date,region,segment,is_churned_180d
CUST102451,2025-04-07,2025-04,,,0,943.0,0,0,,Other,Low-Value,1
CUST102452,2025-03-19,2025-03,,,0,461.0,0,1,2025-08-17,Mumbai,Low-Value,1
CUST102453,2022-01-24,2022-01,,,0,338.0,0,0,,Hyderabad,Low-Value,1
CUST102454,2023-06-20,2023-06,,,0,787.0,0,0,,Hyderabad,Low-Value,1
CUST102455,2025-08-31,2025-08,2025-09-01,16.0,3,297.0,891,0,,Chennai,Low-Value,0
CUST102456,2024-01-07,2024-01,,,0,597.0,0,1,2024-11-23,Hyderabad,Low-Value,1
CUST102457,2023-04-29,2023-04,2025-01-17,243.0,4,214.0,856,0,,Mumbai,Low-Value,1
CUST102458,2022-05-08,2022-05,2024-06-07,467.0,4,174.0,696,1,2022-06-07,Chennai,Low-Value,1
CUST102459,2022-08-31,2022-08,2023-08-05,774.0,5,202.0,1010,0,,Other,Mid-Value,1
CUST102460,2024-08-11,2024-08,,,0,395.0,0,0,,Bengaluru,Low-Value,1
CUST102461,2023-09-21,2023-09,,,0,240.0,0,0,,Hyderabad,Low-Value,1
CUST102462,2022-11-24,2022-11,2023-04-17,884.0,3,246.0,738,0,,Hyderabad,Low-Value,1
CUST102463,2024-04-10,2024-04,2024-09-05,377.0,3,357.0,1071,0,,Bengaluru,Mid-Value,1
CUST102464,2024-10-26,2024-10,2025-07-20,59.0,2,381.0,762,1,2024-10-28,Other,Low-Value,0
CUST102465,2023-09-29,2023-09,2025-08-30,18.0,3,117.0,351,0,,Hyderabad,Low-Value,0
CUST102466,2022-08-29,2022-08,2023-10-21,697.0,5,54.0,270,0,,Chennai,Low-Value,1
CUST102467,2025-08-01,2025-08,2025-08-24,24.0,1,556.0,556,1,2025-08-31,Hyderabad,Low-Value,0
CUST102468,2023-08-28,2023-08,2025-02-09,220.0,2,451.0,902,0,,Bengaluru,Low-Value,1
CUST102469,2024-01-23,2024-01,2024-10-06,346.0,4,135.0,540,1,2024-10-11,Hyderabad,Low-Value,1
CUST102470,2025-06-12,2025-06,2025-08-11,37.0,2,572.0,1144,0,,Bengaluru,Mid-Value,0
CUST102471,2023-03-29,2023-03,,,0,571.0,0,0,,Hyderabad,Low-Value,1
CUST102472,2023-03-25,2023-03,,,0,317.0,0,0,,Hyderabad,Low-Value,1
CUST102473,2022-10-01,2022-10,,,0,1934.0,0,0,,Kolkata,Low-Value,1
CUST102474,2024-09-06,2024-09,2025-04-30,140.0,2,1114.0,2228,0,,Bengaluru,Mid-Value,0
CUST102475,2022-11-10,2022-11,2024-01-15,611.0,3,293.0,879,0,,Hyderabad,Low-Value,1
CUST102476,2024-07-20,2024-07,,,0,298.0,0,1,2025-07-13,Bengaluru,Low-Value,1
CUST102477,2025-05-25,2025-05,2025-07-06,73.0,6,126.0,756,0,,Chennai,Low-Value,0
CUST102478,2024-02-05,2024-02,2024-06-22,452.0,5,1075.0,5375,0,,Bengaluru,High-Value,1
CUST102479,2024-05-01,2024-05,2024-07-24,420.0,3,491.0,1473,0,,Delhi,Mid-Value,1
CUST102480,2025-01-29,2025-01,2025-06-12,97.0,4,779.0,3116,0,,Bengaluru,Mid-Value,0
CUST102481,2024-08-22,2024-08,,,0,73.0,0,1,2025-07-22,Mumbai,Low-Value,1
CUST102482,2025-01-05,2025-01,2025-07-07,72.0,2,751.0,1502,0,,Delhi,Mid-Value,0
CUST102483,2023-03-24,2023-03,2025-07-20,59.0,2,268.0,536,0,,Chennai,Low-Value,0
CUST102484,2023-05-22,2023-05,2024-09-18,364.0,4,644.0,2576,0,,Bengaluru,Mid-Value,1
CUST102485,2025-05-05,2025-05,2025-05-06,134.0,4,612.0,2448,0,,Mumbai,Mid-Value,0
CUST102486,2022-06-17,2022-06,2024-03-28,538.0,7,397.0,2779,0,,Delhi,Mid-Value,1
CUST102487,2024-12-12,2024-12,2025-07-13,66.0,6,231.0,1386,0,,Bengaluru,Mid-Value,0
CUST102488,2024-07-03,2024-07,2024-10-02,350.0,4,555.0,2220,1,2024-08-16,Bengaluru,Mid-Value,1
CUST102489,2024-12-17,2024-12,2025-03-03,198.0,3,207.0,621,0,,Delhi,Low-Value,1
CUST102490,2024-01-11,2024-01,2025-05-06,134.0,5,935.0,4675,1,2025-06-10,Other,Mid-Value,0
CUST102491,2022-06-09,2022-06,2022-10-24,1059.0,2,226.0,452,0,,Pune,Low-Value,1
CUST102492,2025-03-01,2025-03,2025-03-02,199.0,6,411.0,2466,0,,Delhi,Mid-Value,1
CUST102493,2022-08-18,2022-08,,,0,222.0,0,1,2024-05-18,Mumbai,Low-Value,1
CUST102494,2022-05-07,2022-05,2024-02-04,591.0,6,458.0,2748,1,2025-06-30,Delhi,Mid-Value,1
CUST102495,2025-01-26,2025-01,2025-07-24,55.0,3,177.0,531,2,2025-07-27,Kolkata,Low-Value,0
CUST102496,2024-11-01,2024-11,2025-02-05,224.0,2,211.0,422,0,,Hyderabad,Low-Value,1
CUST102497,2023-02-19,2023-02,2023-09-11,737.0,5,2529.0,12645,0,,Kolkata,High-Value,1
CUST102498,2025-03-18,2025-03,2025-04-11,159.0,3,793.0,2379,1,2025-06-09,Delhi,Mid-Value,0
CUST102499,2025-01-04,2025-01,2025-05-21,119.0,2,542.0,1084,0,,Bengaluru,Mid-Value,0
CUST102500,2022-11-03,2022-11,2025-05-30,110.0,2,609.0,1218,0,,Pune,Mid-Value,0
CUST102501,2022-12-03,2022-12,2023-11-06,681.0,1,515.0,515,1,2024-11-17,Hyderabad,Low-Value,1
CUST102502,2023-11-03,2023-11,,,0,376.0,0,1,2024-08-29,Pune,Low-Value,1
CUST102503,2024-12-01,2024-12,2025-01-18,242.0,2,739.0,1478,1,2025-03-27,Mumbai,Mid-Value,1
CUST102504,2024-06-23,2024-06,,,0,208.0,0,2,2025-08-12,Kolkata,Low-Value,1
CUST102505,2022-08-27,2022-08,,,0,1446.0,0,0,,Hyderabad,Low-Value,1
CUST102506,2023-02-25,2023-02,2023-04-28,873.0,3,444.0,1332,1,2024-12-17,Delhi,Mid-Value,1
CUST102507,2025-04-09,2025-04,2025-08-06,42.0,2,766.0,1532,0,,Hyderabad,Mid-Value,0
CUST102508,2024-09-28,2024-09,,,0,1420.0,0,1,2024-12-09,Bengaluru,Low-Value,1
CUST102509,2022-07-06,2022-07,2023-05-22,849.0,2,598.0,1196,0,,Kolkata,Mid-Value,1
CUST102510,2024-11-11,2024-11,,,0,211.0,0,0,,Mumbai,Low-Value,1
CUST102511,2024-07-01,2024-07,2024-08-04,409.0,1,1070.0,1070,1,2025-08-13,Delhi,Mid-Value,1
CUST102512,2022-04-24,2022-04,2024-04-10,525.0,2,1567.0,3134,0,,Kolkata,Mid-Value,1
CUST102513,2024-07-17,2024-07,2025-06-07,102.0,3,85.0,255,0,,Delhi,Low-Value,0
CUST102514,2022-09-28,2022-09,2024-01-03,623.0,1,372.0,372,2,2025-08-31,Delhi,Low-Value,1
CUST102515,2024-11-17,2024-11,2025-05-12,128.0,4,509.0,2036,0,,Chennai,Mid-Value,0
CUST102516,2024-04-30,2024-04,,,0,327.0,0,0,,Hyderabad,Low-Value,1
CUST102517,2024-07-24,2024-07,,,0,149.0,0,0,,Hyderabad,Low-Value,1
CUST102518,2025-02-28,2025-02,2025-08-07,41.0,1,199.0,199,0,,Delhi,Low-Value,0
CUST102519,2022-04-29,2022-04,2022-05-27,1209.0,1,92.0,92,0,,Other,Low-Value,1
CUST102520,2025-02-18,2025-02,2025-04-08,162.0,5,866.0,4330,0,,Delhi,Mid-Value,0
CUST102521,2024-08-04,2024-08,,,0,1211.0,0,0,,Chennai,Low-Value,1
CUST102522,2023-09-24,2023-09,2024-07-01,443.0,2,1197.0,2394,0,,Delhi,Mid-Value,1
CUST102523,2022-02-14,2022-02,,,0,394.0,0,1,2024-09-30,Delhi,Low-Value,1
CUST102524,2024-03-21,2024-03,2025-01-06,254.0,4,501.0,2004,0,,Bengaluru,Mid-Value,1
CUST102525,2023-06-06,2023-06,,,0,950.0,0,0,,Kolkata,Low-Value,1
CUST102526,2022-01-07,2022-01,2024-05-28,477.0,4,335.0,1340,0,,Delhi,Mid-Value,1
CUST102527,2023-03-23,2023-03,2024-11-10,311.0,5,189.0,945,0,,Other,Low-Value,1
CUST102528,2025-03-30,2025-03,2025-06-16,93.0,2,256.0,512,0,,Hyderabad,Low-Value,0
CUST102529,2022-05-30,2022-05,2024-06-20,454.0,3,464.0,1392,0,,Bengaluru,Mid-Value,1
CUST102530,2022-04-03,2022-04,,,0,228.0,0,1,2024-07-27,Hyderabad,Low-Value,1
CUST102531,2024-05-17,2024-05,2025-04-01,169.0,5,589.0,2945,0,,Pune,Mid-Value,0
CUST102532,2023-12-07,2023-12,2025-01-22,238.0,2,136.0,272,1,2025-08-05,Kolkata,Low-Value,1
CUST102533,2022-05-11,2022-05,2023-10-14,704.0,4,332.0,1328,0,,Kolkata,Mid-Value,1
CUST102534,2025-01-13,2025-01,2025-06-05,104.0,4,558.0,2232,0,,Chennai,Mid-Value,0
CUST102535,2022-05-04,2022-05,2025-05-16,124.0,2,449.0,898,1,2025-06-14,Hyderabad,Low-Value,0
CUST102536,2022-05-22,2022-05,2023-07-10,800.0,3,224.0,672,0,,Mumbai,Low-Value,1
CUST102537,2024-08-24,2024-08,,,0,726.0,0,0,,Chennai,Low-Value,1
CUST102538,2022-03-06,2022-03,2022-08-11,1133.0,7,498.0,3486,0,,Mumbai,Mid-Value,1
CUST102539,2023-08-11,2023-08,,,0,76.0,0,1,2025-03-19,Chennai,Low-Value,1
CUST102540,2024-04-17,2024-04,,,0,581.0,0,1,2024-08-04,Bengaluru,Low-Value,1
CUST102541,2023-01-04,2023-01,2024-09-01,381.0,1,288.0,288,1,2025-06-07,Delhi,Low-Value,1
CUST102542,2022-10-05,2022-10,2023-08-13,766.0,1,265.0,265,0,,Bengaluru,Low-Value,1
CUST102543,2025-08-06,2025-08,,,0,208.0,0,1,2025-08-19,Pune,Low-Value,1
CUST102544,2025-08-15,2025-08,2025-08-18,30.0,1,181.0,181,0,,Mumbai,Low-Value,0
CUST102545,2024-05-10,2024-05,2025-05-19,121.0,5,476.0,2380,0,,Bengaluru,Mid-Value,0
CUST102546,2024-02-06,2024-02,,,0,624.0,0,0,,Hyderabad,Low-Value,1
CUST102547,2024-02-23,2024-02,,,0,456.0,0,0,,Hyderabad,Low-Value,1
CUST102548,2024-07-07,2024-07,,,0,862.0,0,1,2024-12-30,Delhi,Low-Value,1
CUST102549,2024-02-13,2024-02,2024-09-21,361.0,4,642.0,2568,0,,Chennai,Mid-Value,1
CUST102550,2024-02-09,2024-02,,,0,81.0,0,2,2024-06-22,Other,Low-Value,1
CUST102551,2022-06-14,2022-06,2024-01-08,618.0,7,194.0,1358,0,,Delhi,Mid-Value,1
CUST102552,2025-01-09,2025-01,2025-02-23,206.0,4,1044.0,4176,1,2025-06-10,Chennai,Mid-Value,1
CUST102553,2022-09-30,2022-09,,,0,146.0,0,1,2024-03-09,Delhi,Low-Value,1
CUST102554,2025-08-31,2025-08,2025-09-01,16.0,2,45.0,90,0,,Pune,Low-Value,0
CUST102555,2023-12-14,2023-12,2025-07-13,66.0,8,1746.0,13968,0,,Bengaluru,High-Value,0
CUST102556,2022-08-31,2022-08,,,0,511.0,0,2,2024-03-24,Delhi,Low-Value,1
CUST102557,2023-01-01,2023-01,2023-04-15,886.0,2,234.0,468,0,,Other,Low-Value,1
CUST102558,2025-01-05,2025-01,2025-02-06,223.0,3,205.0,615,0,,Hyderabad,Low-Value,1
CUST102559,2024-03-15,2024-03,2025-08-31,17.0,4,667.0,2668,1,2025-07-11,Bengaluru,Mid-Value,0
CUST102560,2024-12-19,2024-12,2025-07-03,76.0,1,591.0,591,1,2025-02-16,Chennai,Low-Value,0
CUST102561,2022-09-18,2022-09,2024-07-25,419.0,5,524.0,2620,0,,Mumbai,Mid-Value,1
CUST102562,2023-04-02,2023-04,2024-11-11,310.0,1,347.0,347,0,,Hyderabad,Low-Value,1
CUST102563,2022-01-08,2022-01,2025-05-04,136.0,5,145.0,725,0,,Delhi,Low-Value,0
CUST102564,2022-02-16,2022-02,2025-07-08,71.0,2,392.0,784,0,,Delhi,Low-Value,0
CUST102565,2023-09-04,2023-09,,,0,946.0,0,1,2024-10-31,Mumbai,Low-Value,1
CUST102566,2024-08-06,2024-08,,,0,262.0,0,1,2025-08-16,Bengaluru,Low-Value,1
CUST102567,2025-01-20,2025-01,2025-03-31,170.0,2,653.0,1306,0,,Hyderabad,Mid-Value,0
CUST102568,2024-05-18,2024-05,2025-07-05,74.0,1,292.0,292,0,,Delhi,Low-Value,0
CUST102569,2024-12-25,2024-12,2025-07-01,78.0,2,766.0,1532,0,,Delhi,Mid-Value,0
CUST102570,2024-02-16,2024-02,,,0,184.0,0,0,,Delhi,Low-Value,1
CUST102571,2023-04-16,2023-04,2025-01-05,255.0,3,408.0,1224,0,,Hyderabad,Mid-Value,1
CUST102572,2023-05-22,2023-05,2025-04-05,165.0,6,581.0,3486,0,,Hyderabad,Mid-Value,0
CUST102573,2024-08-01,2024-08,2025-03-31,170.0,2,235.0,470,0,,Hyderabad,Low-Value,0
CUST102574,2023-12-10,2023-12,,,0,539.0,0,0,,Mumbai,Low-Value,1
CUST102575,2022-11-14,2022-11,2023-06-16,824.0,2,394.0,788,1,2023-02-12,Kolkata,Low-Value,1
CUST102576,2023-07-19,2023-07,2024-01-07,619.0,1,389.0,389,1,2025-04-18,Bengaluru,Low-Value,1
CUST102577,2023-01-22,2023-01,2023-01-24,967.0,6,235.0,1410,0,,Kolkata,Mid-Value,1
CUST102578,2022-08-20,2022-08,2023-12-07,650.0,4,896.0,3584,0,,Bengaluru,Mid-Value,1
CUST102579,2022-03-07,2022-03,2023-05-24,847.0,1,189.0,189,0,,Chennai,Low-Value,1
CUST102580,2024-05-08,2024-05,2024-06-23,451.0,2,505.0,1010,0,,Pune,Mid-Value,1
CUST102581,2025-06-13,2025-06,2025-08-30,18.0,5,205.0,1025,0,,Kolkata,Mid-Value,0
CUST102582,2022-02-02,2022-02,,,0,383.0,0,0,,Chennai,Low-Value,1
CUST102583,2023-05-08,2023-05,2023-10-05,713.0,3,675.0,2025,0,,Hyderabad,Mid-Value,1
CUST102584,2023-02-27,2023-02,2023-07-23,787.0,2,320.0,640,0,,Bengaluru,Low-Value,1
CUST102585,2022-05-18,2022-05,2023-04-20,881.0,1,34.0,34,0,,Bengaluru,Low-Value,1
CUST102586,2022-07-26,2022-07,2025-03-25,176.0,5,138.0,690,0,,Mumbai,Low-Value,0
CUST102587,2025-05-01,2025-05,2025-08-20,28.0,3,72.0,216,0,,Bengaluru,Low-Value,0
CUST102588,2022-03-10,2022-03,2022-03-10,1287.0,3,426.0,1278,1,2025-01-27,Delhi,Mid-Value,1
CUST102589,2024-07-03,2024-07,2024-12-15,276.0,2,402.0,804,1,2024-09-13,Delhi,Low-Value,1
CUST102590,2025-05-09,2025-05,2025-05-18,122.0,5,305.0,1525,0,,Mumbai,Mid-Value,0
CUST102591,2022-04-10,2022-04,2022-07-25,1150.0,2,244.0,488,0,,Chennai,Low-Value,1
CUST102592,2023-05-17,2023-05,2023-10-04,714.0,2,481.0,962,1,2024-09-13,Hyderabad,Low-Value,1
CUST102593,2022-04-01,2022-04,2025-02-11,218.0,2,127.0,254,0,,Pune,Low-Value,1
CUST102594,2024-04-03,2024-04,,,0,867.0,0,0,,Hyderabad,Low-Value,1
CUST102595,2024-06-17,2024-06,2025-08-04,44.0,3,428.0,1284,1,2024-09-28,Mumbai,Mid-Value,0
CUST102596,2023-04-25,2023-04,2024-07-18,426.0,5,189.0,945,0,,Pune,Low-Value,1
CUST102597,2025-01-10,2025-01,2025-04-28,142.0,2,289.0,578,0,,Mumbai,Low-Value,0
CUST102598,2023-03-21,2023-03,2025-01-29,231.0,2,363.0,726,0,,Chennai,Low-Value,1
CUST102599,2022-04-26,2022-04,2024-12-17,274.0,4,134.0,536,0,,Mumbai,Low-Value,1
CUST102600,2022-10-14,2022-10,2024-08-13,400.0,5,690.0,3450,0,,Pune,Mid-Value,1
CUST102601,2024-10-28,2024-10,2025-03-31,170.0,4,873.0,3492,0,,Other,Mid-Value,0
CUST102602,2023-08-16,2023-08,,,0,443.0,0,1,2024-06-29,Pune,Low-Value,1
CUST102603,2023-04-25,2023-04,2024-09-18,364.0,2,856.0,1712,1,2025-08-02,Hyderabad,Mid-Value,1
CUST102604,2025-03-25,2025-03,,,0,3361.0,0,0,,Hyderabad,Low-Value,1
CUST102605,2023-10-16,2023-10,2024-02-13,582.0,2,90.0,180,0,,Delhi,Low-Value,1
CUST102606,2025-03-28,2025-03,2025-05-28,112.0,2,421.0,842,0,,Other,Low-Value,0
CUST102607,2025-05-09,2025-05,2025-07-19,60.0,3,138.0,414,0,,Mumbai,Low-Value,0
CUST102608,2023-10-19,2023-10,2024-11-24,297.0,5,1406.0,7030,0,,Bengaluru,High-Value,1
CUST102609,2023-05-01,2023-05,2024-05-21,484.0,3,491.0,1473,0,,Other,Mid-Value,1
CUST102610,2023-09-11,2023-09,2024-10-09,343.0,3,231.0,693,0,,Chennai,Low-Value,1
CUST102611,2022-10-21,2022-10,2025-06-18,91.0,5,328.0,1640,0,,Kolkata,Mid-Value,0
CUST102612,2024-12-03,2024-12,2025-06-02,107.0,4,1175.0,4700,0,,Hyderabad,Mid-Value,0
CUST102613,2023-03-29,2023-03,2024-02-11,584.0,1,579.0,579,0,,Bengaluru,Low-Value,1
CUST102614,2024-04-26,2024-04,2025-06-29,80.0,2,641.0,1282,0,,Mumbai,Mid-Value,0
CUST102615,2023-09-08,2023-09,2025-02-23,206.0,1,1327.0,1327,0,,Chennai,Mid-Value,1
CUST102616,2023-07-18,2023-07,2024-06-06,468.0,5,866.0,4330,0,,Bengaluru,Mid-Value,1
CUST102617,2022-05-05,2022-05,,,0,991.0,0,0,,Bengaluru,Low-Value,1
CUST102618,2025-02-14,2025-02,2025-06-29,80.0,5,365.0,1825,1,2025-07-01,Mumbai,Mid-Value,0
CUST102619,2025-04-26,2025-04,2025-05-16,124.0,4,66.0,264,0,,Mumbai,Low-Value,0
CUST102620,2022-12-25,2022-12,2025-06-16,93.0,3,438.0,1314,0,,Pune,Mid-Value,0
CUST102621,2025-07-06,2025-07,2025-08-13,35.0,3,237.0,711,1,2025-07-11,Other,Low-Value,0
CUST102622,2024-05-24,2024-05,,,0,758.0,0,0,,Hyderabad,Low-Value,1
CUST102623,2025-02-12,2025-02,2025-04-07,163.0,1,98.0,98,1,2025-04-07,Bengaluru,Low-Value,0
CUST102624,2024-10-12,2024-10,2025-01-05,255.0,1,783.0,783,0,,Kolkata,Low-Value,1
CUST102625,2022-04-07,2022-04,2023-10-27,691.0,2,469.0,938,0,,Bengaluru,Low-Value,1
CUST102626,2023-12-07,2023-12,2024-05-01,504.0,3,535.0,1605,0,,Bengaluru,Mid-Value,1
CUST102627,2025-08-10,2025-08,2025-08-23,25.0,3,662.0,1986,0,,Chennai,Mid-Value,0
CUST102628,2024-02-20,2024-02,2025-05-17,123.0,3,394.0,1182,0,,Delhi,Mid-Value,0
CUST102629,2024-12-10,2024-12,2025-08-17,31.0,4,309.0,1236,0,,Chennai,Mid-Value,0
CUST102630,2023-10-15,2023-10,,,0,1000.0,0,0,,Hyderabad,Low-Value,1
CUST102631,2024-05-02,2024-05,2025-04-22,148.0,2,648.0,1296,0,,Mumbai,Mid-Value,0
CUST102632,2024-04-16,2024-04,2025-05-24,116.0,2,700.0,1400,0,,Chennai,Mid-Value,0
CUST102633,2022-11-02,2022-11,2024-03-29,537.0,3,378.0,1134,0,,Mumbai,Mid-Value,1
CUST102634,2023-09-07,2023-09,2025-08-08,40.0,2,440.0,880,0,,Hyderabad,Low-Value,0
CUST102635,2024-02-10,2024-02,2024-06-12,462.0,4,399.0,1596,0,,Hyderabad,Mid-Value,1
CUST102636,2023-01-12,2023-01,2024-08-05,408.0,5,100.0,500,0,,Delhi,Low-Value,1
CUST102637,2025-01-06,2025-01,2025-08-24,24.0,4,134.0,536,1,2025-08-24,Hyderabad,Low-Value,0
CUST102638,2024-08-27,2024-08,,,0,366.0,0,0,,Bengaluru,Low-Value,1
CUST102639,2023-05-09,2023-05,2024-07-27,417.0,5,90.0,450,0,,Mumbai,Low-Value,1
CUST102640,2023-04-07,2023-04,2025-02-02,227.0,2,369.0,738,0,,Delhi,Low-Value,1
CUST102641,2023-09-08,2023-09,2024-08-29,384.0,5,197.0,985,0,,Bengaluru,Low-Value,1
CUST102642,2022-10-23,2022-10,2023-10-22,696.0,1,380.0,380,0,,Mumbai,Low-Value,1
CUST102643,2024-08-06,2024-08,,,0,462.0,0,1,2025-08-12,Mumbai,Low-Value,1
CUST102644,2022-04-29,2022-04,2022-06-19,1186.0,3,91.0,273,1,2022-09-20,Hyderabad,Low-Value,1
CUST102645,2025-02-25,2025-02,2025-05-29,111.0,3,523.0,1569,2,2025-03-06,Kolkata,Mid-Value,0
CUST102646,2024-04-25,2024-04,2025-07-06,73.0,3,282.0,846,1,2024-09-04,Chennai,Low-Value,0
CUST102647,2024-05-03,2024-05,,,0,63.0,0,0,,Kolkata,Low-Value,1
CUST102648,2025-02-15,2025-02,2025-06-14,95.0,5,279.0,1395,0,,Hyderabad,Mid-Value,0
CUST102649,2024-12-21,2024-12,2025-07-06,73.0,3,547.0,1641,3,2025-03-16,Delhi,Mid-Value,0
CUST102650,2022-10-02,2022-10,2024-09-09,373.0,2,292.0,584,0,,Bengaluru,Low-Value,1
CUST102651,2024-03-06,2024-03,2025-05-14,126.0,3,278.0,834,0,,Bengaluru,Low-Value,0
CUST102652,2023-05-13,2023-05,2023-12-17,640.0,6,456.0,2736,2,2023-06-28,Hyderabad,Mid-Value,1
CUST102653,2023-06-07,2023-06,2025-02-27,202.0,8,275.0,2200,0,,Other,Mid-Value,1
CUST102654,2023-02-21,2023-02,2024-09-16,366.0,3,326.0,978,0,,Other,Low-Value,1
CUST102655,2023-11-08,2023-11,,,0,140.0,0,0,,Mumbai,Low-Value,1
CUST102656,2025-08-17,2025-08,2025-08-23,25.0,5,266.0,1330,0,,Pune,Mid-Value,0
CUST102657,2022-06-11,2022-06,2024-08-02,411.0,3,1821.0,5463,0,,Bengaluru,High-Value,1
CUST102658,2024-07-10,2024-07,2025-01-17,243.0,4,465.0,1860,0,,Delhi,Mid-Value,1
CUST102659,2024-01-30,2024-01,2024-07-31,413.0,3,500.0,1500,0,,Chennai,Mid-Value,1
CUST102660,2022-07-09,2022-07,2022-07-30,1145.0,2,241.0,482,1,2023-05-19,Delhi,Low-Value,1
CUST102661,2025-01-01,2025-01,2025-02-20,209.0,3,294.0,882,1,2025-04-01,Hyderabad,Low-Value,1
CUST102662,2023-01-26,2023-01,2024-04-22,513.0,1,336.0,336,0,,Mumbai,Low-Value,1
CUST102663,2022-04-16,2022-04,2024-04-24,511.0,3,812.0,2436,0,,Chennai,Mid-Value,1
CUST102664,2023-07-04,2023-07,,,0,1053.0,0,0,,Kolkata,Low-Value,1
CUST102665,2024-02-12,2024-02,2025-08-03,45.0,1,280.0,280,0,,Bengaluru,Low-Value,0
CUST102666,2025-05-23,2025-05,2025-06-16,93.0,3,396.0,1188,1,2025-08-30,Delhi,Mid-Value,0
CUST102667,2025-05-19,2025-05,2025-05-19,121.0,1,334.0,334,1,2025-07-29,Bengaluru,Low-Value,0
CUST102668,2022-03-22,2022-03,,,0,742.0,0,0,,Bengaluru,Low-Value,1
CUST102669,2022-05-30,2022-05,,,0,587.0,0,0,,Hyderabad,Low-Value,1
CUST102670,2023-01-21,2023-01,2024-09-12,370.0,4,375.0,1500,0,,Mumbai,Mid-Value,1
CUST102671,2025-04-18,2025-04,,,0,905.0,0,0,,Chennai,Low-Value,1
CUST102672,2025-02-18,2025-02,2025-05-08,132.0,4,611.0,2444,0,,Pune,Mid-Value,0
CUST102673,2023-03-21,2023-03,,,0,218.0,0,0,,Delhi,Low-Value,1
CUST102674,2024-09-08,2024-09,2025-02-23,206.0,3,406.0,1218,0,,Delhi,Mid-Value,1
CUST102675,2023-03-04,2023-03,2023-06-08,832.0,1,350.0,350,1,2025-01-11,Bengaluru,Low-Value,1
CUST102676,2023-11-13,2023-11,2024-11-24,297.0,3,183.0,549,0,,Bengaluru,Low-Value,1
CUST102677,2023-09-13,2023-09,2024-05-29,476.0,3,337.0,1011,1,2025-05-30,Mumbai,Mid-Value,1
CUST102678,2022-02-01,2022-02,2024-11-26,295.0,2,1004.0,2008,0,,Delhi,Mid-Value,1
CUST102679,2023-03-10,2023-03,2023-03-23,909.0,7,969.0,6783,0,,Hyderabad,High-Value,1
CUST102680,2023-01-25,2023-01,2024-10-07,345.0,2,838.0,1676,0,,Hyderabad,Mid-Value,1
CUST102681,2022-08-29,2022-08,2024-03-10,556.0,4,752.0,3008,0,,Delhi,Mid-Value,1
CUST102682,2024-09-07,2024-09,2024-09-24,358.0,3,476.0,1428,2,2025-04-01,Bengaluru,Mid-Value,1
CUST102683,2023-05-12,2023-05,2025-03-04,197.0,2,249.0,498,0,,Mumbai,Low-Value,1
CUST102684,2025-05-22,2025-05,,,0,633.0,0,0,,Other,Low-Value,1
CUST102685,2023-02-23,2023-02,2023-12-01,656.0,7,108.0,756,0,,Pune,Low-Value,1
CUST102686,2024-03-23,2024-03,,,0,236.0,0,0,,Hyderabad,Low-Value,1
CUST102687,2023-05-06,2023-05,2025-02-21,208.0,5,976.0,4880,0,,Hyderabad,Mid-Value,1
CUST102688,2025-02-04,2025-02,2025-06-06,103.0,1,272.0,272,1,2025-04-01,Hyderabad,Low-Value,0
CUST102689,2023-10-21,2023-10,2024-12-01,290.0,4,673.0,2692,0,,Hyderabad,Mid-Value,1
CUST102690,2023-08-03,2023-08,2023-09-16,732.0,4,302.0,1208,1,2025-07-04,Bengaluru,Mid-Value,1
CUST102691,2024-02-19,2024-02,2024-11-04,317.0,2,626.0,1252,1,2024-08-24,Mumbai,Mid-Value,1
CUST102692,2024-08-12,2024-08,2024-12-30,261.0,1,118.0,118,1,2024-09-16,Hyderabad,Low-Value,1
CUST102693,2024-12-28,2024-12,,,0,1116.0,0,0,,Mumbai,Low-Value,1
CUST102694,2025-08-21,2025-08,2025-08-31,17.0,5,165.0,825,0,,Delhi,Low-Value,0
CUST102695,2024-01-06,2024-01,2024-03-04,562.0,5,136.0,680,0,,Chennai,Low-Value,1
CUST102696,2023-09-24,2023-09,2025-05-01,139.0,2,1069.0,2138,0,,Mumbai,Mid-Value,0
CUST102697,2023-06-20,2023-06,2023-07-21,789.0,6,403.0,2418,1,2024-10-11,Bengaluru,Mid-Value,1
CUST102698,2024-01-07,2024-01,2025-05-03,137.0,3,316.0,948,0,,Delhi,Low-Value,0
CUST102699,2024-11-16,2024-11,2025-07-06,73.0,4,1414.0,5656,1,2025-04-16,Pune,High-Value,0
CUST102700,2024-10-15,2024-10,2025-06-23,86.0,4,724.0,2896,0,,Mumbai,Mid-Value,0
CUST102701,2024-08-12,2024-08,2024-11-08,313.0,2,282.0,564,0,,Bengaluru,Low-Value,1
CUST102702,2022-07-21,2022-07,2025-03-16,185.0,10,362.0,3620,1,2023-09-30,Chennai,Mid-Value,1
CUST102703,2024-08-19,2024-08,2025-07-16,63.0,4,953.0,3812,0,,Pune,Mid-Value,0
CUST102704,2023-10-18,2023-10,,,0,187.0,0,0,,Other,Low-Value,1
CUST102705,2023-02-21,2023-02,,,0,1280.0,0,1,2025-08-11,Bengaluru,Low-Value,1
CUST102706,2024-01-30,2024-01,2025-08-10,38.0,2,283.0,566,0,,Bengaluru,Low-Value,0
